area,bedrooms,bathrooms,stories,parking,location,age,price
2339,2,2,3,3,Suburban,8,310721
3412,1,2,1,3,Rural,45,345689
3979,4,1,1,2,Suburban,12,464020
1460,3,3,3,3,Suburban,36,206229
2883,1,3,2,3,Urban,49,323372
3365,4,3,1,0,Rural,9,400710
3722,4,3,3,0,Urban,2,472529
2032,3,1,1,1,Rural,38,219524
2909,5,2,2,0,Urban,34,353663
3663,4,3,2,2,Urban,13,465088
2796,4,2,1,1,Suburban,4,356822
2440,1,3,3,1,Rural,20,281785
2133,3,2,2,3,Urban,37,271599
1092,2,4,3,3,Urban,32,189860
799,1,1,1,2,Rural,36,78216
630,3,2,1,1,Rural,42,83243
1441,1,1,3,0,Urban,25,181409
2339,3,4,1,1,Rural,32,280148
2859,1,3,1,3,Rural,2,337220
3487,1,2,2,1,Urban,30,382369
1172,1,2,3,1,Rural,28,139902
911,4,1,1,0,Urban,20,144471
1765,5,3,3,0,Rural,44,227372
2161,2,4,1,3,Rural,2,284612
1123,2,4,1,2,Suburban,8,183582
2796,1,3,2,2,Rural,6,333792
1144,2,4,2,1,Urban,36,164862
3921,2,1,2,0,Urban,3,455976
3420,3,3,2,0,Urban,10,419054
893,1,4,3,2,Suburban,32,136546
1648,2,4,2,2,Urban,26,236810
3212,1,2,3,2,Rural,31,350431
1549,1,2,1,2,Urban,40,177089
3547,5,1,3,0,Rural,17,416248
3365,4,4,3,1,Rural,12,427000
1440,2,3,1,0,Urban,46,164063
1828,1,1,3,0,Suburban,16,213796
1952,4,1,3,2,Urban,24,266881
1271,2,2,2,2,Rural,42,144987
3625,4,1,1,2,Urban,28,423646
1872,4,1,3,0,Urban,4,274237
903,3,1,2,0,Urban,7,153945
3147,2,2,2,2,Rural,42,336465
2986,5,1,2,0,Suburban,8,373517
2364,5,3,1,1,Urban,24,313454
3544,2,4,1,0,Urban,20,412892
1841,2,1,2,3,Rural,13,226506
1192,5,3,1,1,Suburban,41,177711
1952,2,1,2,0,Suburban,9,239167
1524,2,2,3,1,Urban,40,197701
2655,3,4,2,2,Urban,2,373214
860,3,2,3,3,Rural,7,160511
3576,4,1,1,1,Rural,6,416458
3798,1,1,3,3,Rural,31,402198
806,3,2,2,3,Urban,3,176003
1402,2,3,3,0,Suburban,1,217256
3113,5,4,1,1,Suburban,28,388797
1715,3,4,3,1,Urban,32,252344
1210,4,3,2,0,Rural,24,174706
3069,2,3,1,2,Suburban,18,359530
2945,4,1,3,2,Urban,28,363666
3474,1,3,2,3,Urban,37,393930
3469,4,2,3,3,Urban,42,414463
2711,5,4,3,3,Urban,12,398625
1998,1,1,3,2,Suburban,16,246401
2567,1,1,2,2,Urban,3,315921
1864,4,4,1,3,Urban,7,290143
1034,2,2,2,0,Suburban,8,156298
3595,4,1,3,1,Suburban,32,410875
2045,1,4,1,0,Urban,33,245480
813,1,4,3,2,Suburban,47,114230
1637,4,1,1,1,Suburban,5,232921
3518,5,2,1,1,Urban,17,432003
1365,5,2,3,2,Urban,10,245027
1221,3,3,3,2,Suburban,40,177728
3480,2,2,1,3,Rural,7,403581
748,2,2,2,2,Suburban,24,122501
2505,1,3,2,1,Suburban,34,283619
1666,4,3,3,3,Rural,36,233199
671,3,1,1,3,Urban,35,113834
3145,2,4,3,2,Urban,24,388728
1523,3,3,2,2,Rural,14,213723
2099,3,2,1,1,Rural,24,243225
601,2,1,2,3,Suburban,4,118216
3684,3,1,3,3,Suburban,31,420835
3815,4,2,1,3,Suburban,43,422766
3675,2,1,3,2,Rural,44,386375
2524,3,1,2,2,Rural,17,297840
3565,2,4,2,1,Urban,27,420999
2055,2,2,3,0,Suburban,50,224980
3698,5,2,3,0,Suburban,36,428409
2337,2,1,1,0,Urban,26,257708
1136,2,2,3,3,Rural,4,180856
1823,2,4,3,3,Urban,20,274877
3764,2,4,2,0,Rural,11,431391
662,2,4,2,3,Rural,6,139169
872,1,2,1,3,Urban,6,146043
2966,3,2,3,3,Urban,15,379174
1600,1,2,1,0,Urban,1,214328
1096,5,1,2,2,Urban,23,193491
2771,4,2,2,2,Urban,37,337357
1440,1,1,2,1,Rural,50,132565
2707,1,2,1,0,Suburban,23,285737
1154,3,3,1,1,Suburban,8,186132
1119,5,4,2,2,Rural,24,195296
1877,4,2,1,1,Rural,41,214762
903,5,1,3,2,Urban,15,180554
2074,1,3,1,3,Suburban,7,268695
3814,3,4,1,0,Urban,50,422679
1576,5,1,2,3,Rural,9,232943
2239,4,1,2,0,Urban,21,284100
3927,4,2,1,2,Suburban,34,444547
3814,1,1,3,0,Urban,47,393815
1641,4,4,3,1,Urban,10,268507
1653,3,3,2,1,Urban,26,232204
3671,3,2,3,3,Suburban,33,421772
2924,5,4,2,3,Suburban,33,379041
2816,3,3,1,2,Urban,24,347194
2891,3,1,3,2,Urban,5,373152
3662,1,1,1,2,Rural,42,356134
3680,2,4,1,3,Urban,35,425998
2317,4,2,1,3,Suburban,6,318364
3923,2,1,3,0,Suburban,22,425920
3830,5,1,3,2,Urban,40,455096
2330,3,1,2,2,Urban,16,294590
2620,2,3,1,0,Urban,46,282769
1213,4,2,1,0,Rural,36,145774
3413,3,3,1,1,Urban,29,398087
3610,3,4,2,3,Urban,34,434561
1102,3,3,3,3,Rural,15,188538
2798,5,2,2,2,Rural,6,368677
1395,4,2,2,3,Suburban,41,191602
3731,4,2,2,0,Rural,4,436201
1971,3,2,1,2,Urban,34,250868
1943,1,1,2,0,Rural,42,181845
3221,4,4,2,1,Suburban,47,378911
1173,3,3,2,3,Suburban,50,155772
1900,2,4,1,3,Rural,35,228270
3227,2,1,2,0,Suburban,12,364739
1349,1,4,3,2,Rural,35,176769
1702,5,3,1,3,Rural,30,233253
3085,5,2,1,0,Suburban,35,352277
1684,4,1,2,1,Urban,11,247792
3872,3,1,3,0,Urban,10,457794
2017,5,1,2,2,Rural,29,254598
1472,5,3,2,0,Rural,36,195904
2047,4,4,1,1,Urban,27,279388
615,1,3,2,2,Rural,3,115888
3228,3,4,3,1,Suburban,47,368951
3300,2,1,1,1,Urban,8,382227
600,3,3,1,3,Urban,42,118334
1438,3,4,3,0,Urban,44,198490
3789,1,2,1,3,Suburban,34,403552
2916,3,2,1,0,Suburban,7,351556
3142,4,4,2,2,Suburban,19,399113
1331,2,2,3,0,Urban,15,195984
1877,3,3,3,1,Suburban,25,249959
3902,5,3,3,2,Rural,26,469749
2736,2,2,2,2,Rural,46,286997
1009,5,3,1,0,Suburban,4,187946
2484,1,4,2,1,Suburban,27,288269
607,4,3,1,0,Rural,9,126206
3867,1,1,2,3,Rural,23,409723
3435,5,4,3,2,Urban,21,457378
3529,3,1,2,2,Suburban,31,390830
2140,2,3,2,0,Suburban,31,249965
1419,2,1,3,0,Urban,10,198802
663,3,2,3,3,Urban,23,145340
2740,2,4,2,2,Urban,41,330685
867,3,3,2,0,Rural,10,148866
3316,5,3,3,0,Urban,13,430373
880,5,3,3,0,Urban,12,189904
2545,2,4,2,0,Suburban,36,293457
2457,4,1,1,1,Urban,35,286505
1335,1,2,2,1,Rural,5,178203
3872,2,4,3,1,Rural,5,460389
797,4,1,3,0,Urban,13,157340
3760,3,1,1,2,Rural,32,398889
1374,2,4,2,1,Suburban,40,174013
3729,1,2,2,1,Urban,48,387911
900,5,4,3,1,Rural,50,143432
2358,5,3,2,2,Urban,25,329849
2692,5,2,3,1,Suburban,1,370283
2200,2,2,3,3,Rural,48,248192
2223,4,4,2,2,Suburban,23,303365
2945,3,1,3,1,Urban,37,336668
3566,2,4,1,2,Urban,15,434522
1853,5,4,3,1,Suburban,22,284376
949,1,4,1,3,Rural,50,108352
620,2,1,1,1,Rural,20,84149
2379,1,3,2,2,Urban,16,302652
778,5,4,2,1,Rural,20,160270
2355,2,4,2,1,Rural,18,283732
3289,1,4,3,0,Rural,49,339060
1375,5,2,2,2,Suburban,42,197562
2161,5,2,2,0,Urban,5,307967
1375,2,2,3,0,Rural,43,151169
2017,4,1,1,3,Urban,6,289549
2863,4,3,1,3,Suburban,8,375262
3705,5,3,2,2,Suburban,37,442570
1146,5,3,2,3,Rural,33,184191
2276,4,3,1,1,Rural,21,279096
1589,3,2,3,1,Suburban,41,200060
2994,4,4,2,1,Suburban,18,384358
1381,5,3,3,1,Urban,47,209024
3602,5,2,2,1,Suburban,21,430123
637,3,1,1,2,Suburban,29,97857
1782,3,1,1,2,Rural,21,215176
1482,1,4,1,2,Urban,25,201951
858,4,2,2,0,Urban,25,155507
3288,4,3,2,2,Rural,33,386373
2791,3,1,2,3,Urban,17,353328
1379,3,1,3,3,Suburban,13,209131
3955,3,4,1,1,Suburban,11,470818
2449,3,4,3,3,Suburban,42,306359
690,2,1,2,0,Rural,0,111919
1180,2,1,1,3,Urban,23,167692
3598,4,3,2,0,Urban,40,413669
3622,1,3,2,2,Rural,1,418101
3473,3,3,1,1,Rural,41,373319
3461,1,4,2,2,Urban,14,413696
2015,2,3,3,2,Urban,46,253710
3832,3,2,3,2,Suburban,41,428690
1504,2,2,3,0,Suburban,10,205138
3865,3,2,3,2,Suburban,33,436585
1159,3,3,2,3,Rural,37,162272
3404,5,1,2,0,Rural,8,409193
821,4,1,3,0,Urban,41,131835
2164,1,4,1,3,Suburban,3,286698
3367,3,3,2,0,Urban,10,419334
1073,1,2,2,3,Rural,21,141027
2501,3,2,2,0,Rural,13,298005
2166,1,3,2,1,Suburban,47,235283
2449,3,3,2,2,Rural,26,292763
979,2,3,1,1,Urban,10,166491
2210,5,2,1,0,Urban,30,281517
1428,5,2,3,0,Suburban,47,188481
2772,4,1,2,1,Urban,39,323798
2935,1,3,2,3,Suburban,5,363415
1983,1,2,3,3,Rural,15,248672
2336,2,3,3,1,Urban,7,315467
3084,2,1,3,1,Rural,20,344824
1348,5,4,1,1,Urban,28,222970
1901,3,1,1,3,Urban,9,261343
688,4,2,2,2,Suburban,30,133647
1054,2,2,1,3,Rural,27,138490
2333,3,4,1,0,Suburban,7,300398
3863,2,2,3,0,Rural,20,424081
893,1,2,2,0,Rural,16,116415
1049,3,4,3,0,Rural,39,144434
3232,1,4,1,3,Rural,33,357536
2335,1,3,3,0,Rural,24,268447
1257,5,4,2,2,Rural,36,194998
1484,1,4,3,2,Rural,44,180892
2746,5,4,3,0,Rural,15,366619
3987,4,2,1,2,Urban,0,495026
3916,4,1,3,1,Suburban,27,448210
1714,5,2,3,3,Urban,13,276611
2930,4,2,3,3,Urban,14,388355
2963,3,3,2,0,Suburban,34,343801
1203,2,1,3,0,Suburban,35,148240
993,2,4,3,2,Suburban,40,154354
697,5,4,2,2,Suburban,26,157030
1649,1,3,3,2,Suburban,8,234912
990,4,1,3,3,Rural,47,134965
3542,1,2,3,1,Suburban,24,387785
1943,4,4,2,0,Suburban,1,293533
1866,1,2,3,2,Urban,32,227774
2055,4,2,2,1,Suburban,31,261672
2301,4,4,1,1,Urban,43,295405
2736,1,4,2,2,Urban,43,314395
1562,1,2,1,2,Urban,5,214912
631,4,1,1,0,Suburban,18,108289
1421,4,4,3,1,Suburban,39,209483
1197,1,2,2,0,Rural,47,116945
2754,4,1,1,0,Suburban,23,318400
1057,2,1,2,1,Rural,30,126266
2628,5,1,1,0,Rural,20,306878
3750,5,3,3,1,Rural,27,450206
3509,5,2,2,2,Rural,43,396746
2069,5,1,1,0,Rural,42,227345
3058,2,2,3,1,Suburban,24,350036
2872,2,1,1,3,Rural,34,306176
3335,2,1,3,2,Urban,38,369687
1998,2,4,2,3,Urban,1,298807
3095,3,2,3,1,Urban,35,368848
3994,4,2,3,3,Suburban,6,493271
2472,5,3,1,2,Rural,34,306494
2288,4,3,3,1,Suburban,2,329654
1965,3,3,3,3,Rural,20,268967
3112,1,2,1,2,Urban,14,357606
2103,1,1,2,1,Urban,23,243477
1832,2,4,2,3,Rural,27,234982
3677,1,4,1,2,Rural,9,416894
3969,3,1,3,0,Urban,22,449810
2734,4,1,1,1,Rural,46,285874
2337,3,3,2,2,Urban,7,323116
3747,1,4,2,0,Urban,22,427478
789,5,1,1,0,Suburban,41,116547
2592,1,1,3,1,Suburban,4,312025
874,4,1,3,3,Suburban,45,136950
3140,2,2,1,1,Urban,6,377107
2302,2,4,2,3,Urban,29,305593
2162,3,2,2,3,Rural,17,269494
2050,1,3,1,2,Urban,37,235632
1594,1,4,1,0,Rural,7,205791
3899,2,2,2,3,Urban,48,427807
1179,2,3,2,3,Rural,17,171703
3226,2,2,2,0,Urban,40,351889
727,3,4,3,3,Rural,28,145768
2776,1,4,1,2,Suburban,7,340263
2086,2,2,3,1,Suburban,47,233898
3026,5,1,2,2,Suburban,40,350816
2955,2,3,3,3,Urban,14,386420
2772,1,1,1,3,Urban,44,296484
1453,5,2,1,2,Urban,40,212322
2466,1,3,3,3,Urban,41,295782
3974,2,4,2,0,Urban,40,445736
3030,5,4,1,1,Suburban,3,407661
862,1,4,1,1,Urban,50,114033
3403,1,2,3,0,Urban,1,407475
2265,2,2,1,1,Suburban,10,273782
792,5,3,2,0,Rural,43,124008
2912,3,2,1,3,Rural,6,352985
3963,1,3,1,0,Rural,2,430990
1348,5,4,3,3,Urban,22,254090
1223,5,1,2,1,Rural,32,170324
2299,1,2,2,1,Urban,36,260866
2050,4,4,3,0,Rural,22,278330
1206,4,2,1,1,Rural,38,149875
3498,1,4,2,3,Suburban,11,421183
2942,4,1,3,0,Suburban,1,371437
2775,2,2,2,0,Suburban,28,311212
2860,3,1,1,2,Suburban,22,332246
937,5,4,1,1,Suburban,29,173261
3260,1,2,2,1,Rural,50,317749
681,2,3,1,2,Rural,28,97774
2039,2,1,2,1,Urban,42,233804
1747,3,4,3,3,Urban,14,276911
2708,5,3,1,3,Urban,40,342853
2307,5,4,3,0,Urban,49,302311
929,5,4,2,3,Rural,4,195574
2094,5,2,1,3,Urban,0,319660
1763,4,2,3,0,Suburban,42,218017
1032,2,2,1,0,Suburban,1,156012
2589,1,4,3,2,Urban,23,329906
1880,1,4,1,3,Suburban,31,226441
3252,3,4,1,1,Suburban,27,380967
3188,2,2,2,2,Urban,36,365986
1775,5,2,2,1,Suburban,17,258166
2019,2,2,1,0,Rural,28,221619
2225,4,3,2,0,Suburban,40,270715
1131,1,2,1,2,Suburban,19,147532
3265,5,4,3,3,Urban,9,456121
1843,1,4,3,0,Rural,24,220199
2997,4,3,2,2,Suburban,42,354319
1167,4,1,2,1,Rural,39,148346
1867,4,4,1,2,Urban,15,278182
1162,5,2,2,0,Urban,27,190750
2465,5,1,3,1,Urban,43,302655
3644,1,2,2,2,Suburban,47,381444
3405,4,1,2,3,Urban,32,409170
2810,3,1,3,3,Urban,39,340087
2942,5,2,1,3,Rural,25,353953
2491,2,1,2,0,Suburban,11,291173
3216,3,2,3,2,Urban,48,370907
2591,3,4,1,2,Urban,33,326520
2595,2,4,1,2,Suburban,24,314551
1349,3,2,1,2,Rural,21,176437
1201,5,1,3,3,Suburban,31,196467
1583,4,2,2,2,Urban,18,244155
1537,2,2,1,3,Rural,23,186112
2723,1,1,2,3,Urban,28,311436
2937,3,3,3,1,Rural,21,348126
2828,2,4,3,1,Suburban,40,326665
3592,4,3,3,0,Rural,25,421839
639,1,3,1,0,Urban,43,83189
840,5,3,2,3,Suburban,19,179333
2600,2,2,1,1,Urban,16,314425
2656,3,4,2,2,Urban,19,350329
2113,1,1,2,1,Urban,43,228584
610,5,3,1,1,Urban,34,128276
3613,3,2,3,0,Suburban,43,395626
3119,4,1,2,1,Rural,39,343027
3090,4,3,2,1,Urban,41,370385
2666,2,1,2,0,Urban,33,295542
2465,3,3,1,1,Suburban,47,273632
1930,2,3,1,2,Rural,2,247756
3703,2,2,2,2,Urban,49,399648
3608,2,3,2,0,Suburban,20,404136
1559,5,4,3,3,Suburban,49,238877
1785,3,4,3,3,Urban,4,289586
2691,4,1,1,3,Rural,45,298948
2935,2,4,2,0,Urban,35,342714
2640,5,2,1,3,Urban,29,340005
692,1,3,2,3,Urban,37,114927
2529,2,1,3,2,Urban,44,291118
3305,3,1,1,1,Urban,2,402611
3254,4,3,3,3,Urban,16,428002
621,1,4,3,0,Rural,1,125370
1643,1,3,2,3,Urban,3,245182
705,3,4,2,2,Suburban,1,165376
2466,1,1,2,2,Urban,36,273267
1341,1,4,1,1,Urban,42,167904
2969,5,4,3,1,Rural,41,363128
3144,2,3,1,2,Rural,16,358796
1449,4,3,2,0,Rural,37,183510
2604,3,2,3,2,Rural,7,331222
3247,1,1,1,3,Rural,45,315372
3499,2,2,3,0,Suburban,22,393973
3375,4,3,3,3,Urban,32,427745
3524,3,4,1,0,Urban,3,439494
2857,2,4,1,2,Urban,31,347087
2077,3,3,2,0,Rural,46,225266
1659,3,1,2,3,Suburban,12,229068
3085,1,2,3,2,Rural,45,321561
2582,4,2,2,2,Rural,6,335565
1080,4,3,2,3,Rural,9,188912
1604,4,3,1,1,Rural,2,237258
2375,3,4,1,3,Suburban,45,291294
3156,5,1,3,2,Urban,23,398276
1881,4,1,2,2,Urban,6,272085
2887,3,1,3,2,Suburban,28,340224
3555,4,3,3,2,Suburban,35,423288
2802,2,2,3,2,Urban,49,322374
2961,4,2,3,3,Suburban,39,358871
3349,5,2,1,1,Rural,18,392996
3354,3,4,1,1,Urban,24,403688
2920,2,4,1,1,Urban,28,350334
2066,3,4,3,1,Urban,46,263865
1324,2,3,1,1,Suburban,19,176950
2193,5,2,2,2,Urban,44,289987
937,1,2,2,3,Suburban,15,143979
3970,4,4,1,0,Urban,40,453855
3007,1,4,1,1,Suburban,49,320080
3390,3,2,2,3,Urban,9,423190
816,3,2,3,0,Urban,33,135695
1916,1,1,2,2,Urban,8,244547
3324,2,4,3,0,Rural,12,391032
3563,4,3,3,0,Urban,47,414117
3000,1,2,1,2,Urban,26,338794
2224,5,3,2,2,Urban,1,340339
2781,3,3,2,3,Suburban,6,369260
2521,1,1,2,2,Rural,28,268030
3972,3,1,1,0,Suburban,12,440799
1346,4,3,3,3,Suburban,40,200661
2741,5,4,2,3,Rural,33,353945
1772,3,2,2,3,Suburban,25,235859
1034,3,1,1,2,Rural,41,116388
2969,5,3,3,2,Rural,40,364285
1293,3,1,2,2,Urban,10,205443
3489,2,1,3,3,Rural,11,402279
2226,2,4,2,0,Suburban,23,277607
2583,4,4,1,2,Rural,7,341099
897,3,2,1,3,Suburban,23,140644
3687,4,3,3,1,Urban,40,433862
3822,4,4,3,1,Urban,46,458383
3512,5,1,3,2,Urban,44,414978
2796,5,3,2,0,Rural,27,337942
3270,3,2,2,0,Rural,18,371107
1716,4,1,3,0,Rural,34,207148
1994,3,1,2,2,Suburban,5,261663
2182,3,3,2,0,Urban,1,309785
3878,3,1,3,2,Rural,19,437693
1089,5,1,1,1,Suburban,40,151619
3392,1,2,1,0,Urban,41,351740
2994,2,3,2,1,Suburban,6,365719
1071,2,4,3,0,Urban,20,177416
1538,3,3,3,1,Suburban,37,209768
2683,3,4,2,1,Suburban,36,321961
3923,5,1,1,0,Suburban,47,418967
3674,1,3,1,0,Suburban,29,386505
2471,4,1,3,0,Urban,7,325716
3249,2,3,3,1,Rural,28,369160
1621,3,2,1,1,Rural,15,206782
1639,2,3,2,0,Urban,8,238146
1657,3,2,1,1,Urban,45,200836
1744,4,2,2,1,Rural,40,205496
732,4,2,2,3,Suburban,1,169857
714,1,3,1,2,Urban,19,122948
3904,2,1,1,0,Rural,35,386997
2071,3,3,3,0,Rural,21,260018
2415,4,1,2,3,Suburban,11,322274
2447,1,2,2,0,Suburban,33,262465
987,3,4,1,1,Urban,29,159863
1200,5,3,2,1,Suburban,33,188901
2456,4,4,3,1,Suburban,19,337210
3100,2,1,3,0,Suburban,43,326557
1603,3,1,3,2,Suburban,45,192147
2314,5,3,2,2,Rural,42,292102
2454,1,1,1,1,Rural,23,251236
1945,2,4,3,3,Urban,18,284703
1477,2,3,3,3,Suburban,44,197458
3248,5,3,3,2,Rural,18,409076
1194,5,3,1,3,Urban,19,211541
1800,4,2,3,3,Urban,12,284167
1545,4,4,3,0,Suburban,9,251166
969,1,4,1,3,Rural,17,139881
2672,2,4,3,0,Suburban,42,304723
3109,2,3,2,3,Urban,13,391258
2136,1,4,3,1,Suburban,16,275595
2548,2,1,3,1,Rural,34,270723
3959,2,3,2,3,Suburban,22,459485
3327,4,3,1,2,Suburban,30,389110
3808,2,2,3,0,Urban,12,441466
3835,2,3,3,2,Urban,8,468363
1892,2,1,2,2,Urban,3,257136
1027,4,4,3,3,Suburban,45,176614
2154,2,1,2,0,Urban,4,269312
2982,2,2,1,0,Urban,25,339818
1665,2,2,3,3,Rural,26,215002
3490,5,2,2,2,Rural,27,415431
1661,4,4,1,1,Rural,18,232583
980,2,2,3,3,Urban,1,189580
2293,1,2,1,2,Rural,38,237677
1708,4,2,3,1,Suburban,44,217203
3754,1,4,2,2,Suburban,43,405165
3954,4,1,3,3,Rural,48,435636
1377,4,2,3,0,Rural,17,192739
1636,4,1,1,0,Urban,46,196193
2523,5,2,3,1,Rural,14,330133
896,3,3,3,1,Suburban,35,140152
1067,4,4,2,1,Suburban,48,164645
2000,1,4,3,1,Rural,24,240905
711,2,3,3,0,Urban,37,122120
1195,2,1,3,2,Suburban,16,167921
3821,1,4,3,3,Rural,41,422038
2669,3,4,3,2,Suburban,47,324097
1946,2,1,3,3,Suburban,44,229374
1728,3,3,1,2,Urban,11,254143
2280,1,2,3,2,Rural,29,260664
907,4,1,2,3,Suburban,42,136226
1016,1,3,3,1,Rural,22,136751
779,4,3,2,2,Suburban,0,178935
796,4,2,1,0,Rural,41,97680
1383,2,3,2,1,Rural,30,166621
2231,2,4,2,2,Urban,33,285545
3930,3,3,1,1,Rural,44,412651
3222,5,2,3,2,Suburban,3,430705
3124,1,3,3,2,Urban,27,365549
3494,2,3,3,3,Suburban,21,414461
3405,2,1,2,3,Urban,19,395682
2592,2,4,1,2,Urban,37,314336
1997,2,3,2,3,Suburban,6,278862
2956,3,4,2,0,Urban,45,343813
3876,5,1,2,3,Suburban,31,452378
2373,2,1,1,1,Suburban,12,272291
907,5,4,1,2,Suburban,7,191548
3699,1,1,1,3,Rural,36,377845
1280,1,2,3,3,Rural,36,156818
2587,4,2,2,1,Rural,29,302527
680,5,4,3,2,Urban,1,200461
3928,1,3,3,2,Urban,26,455197
1466,2,1,1,3,Suburban,20,186037
3809,4,4,2,0,Urban,46,442805
3479,2,1,3,2,Rural,30,374950
1676,5,2,3,1,Urban,41,242918
3955,4,4,2,3,Suburban,14,494081
2518,1,4,3,1,Rural,18,298147
1964,2,2,1,0,Rural,24,214829
608,2,4,2,1,Urban,30,118005
1320,4,4,2,1,Urban,49,189335
3842,2,1,2,1,Urban,25,430932
2891,1,3,2,1,Suburban,24,324434
2750,1,3,1,0,Urban,40,299905
1285,5,4,1,3,Rural,42,191471
2847,1,1,2,2,Urban,49,300636
3204,3,4,1,1,Rural,31,363583
775,5,1,3,1,Rural,50,116090
3725,5,3,3,3,Suburban,13,478891
2743,5,3,2,1,Rural,3,365452
2387,1,3,1,3,Suburban,13,292165
1547,4,4,2,3,Urban,21,253402
1990,3,3,2,2,Urban,24,274138
1918,2,2,2,3,Urban,17,262238
1274,4,1,3,0,Suburban,3,199693
1714,4,3,1,0,Suburban,23,232505
1088,4,1,2,2,Urban,31,170329
956,4,3,1,0,Rural,24,146007
1573,5,2,1,2,Suburban,32,219675
1547,4,2,1,1,Urban,22,221639
3058,1,2,1,1,Urban,42,326112
1359,4,4,2,0,Suburban,39,190455
1181,5,3,1,3,Rural,26,190920
2168,1,3,2,0,Rural,37,224479
2900,3,4,3,3,Suburban,12,386151
3759,3,4,1,2,Suburban,41,419879
1502,5,4,3,1,Urban,17,262318
1160,1,4,3,1,Suburban,13,179259
1560,1,4,3,0,Urban,7,227850
922,3,2,3,1,Urban,28,155119
1912,1,2,2,0,Urban,10,238005
3698,1,4,2,1,Rural,23,404475
1429,5,3,3,3,Urban,50,221924
631,5,3,3,0,Urban,19,159130
1798,3,4,3,1,Suburban,35,243632
3593,3,1,3,2,Suburban,26,409320
1701,5,4,1,2,Rural,4,268128
809,1,4,2,3,Rural,12,135761
3940,5,3,2,1,Urban,22,486644
3749,3,4,1,0,Suburban,39,415356
3088,5,2,1,0,Rural,0,378875
1519,4,4,1,3,Suburban,7,244726
2701,3,2,3,0,Rural,33,304400
1880,4,2,2,2,Urban,2,286274
3702,5,2,2,0,Urban,10,463146
3979,1,3,3,1,Suburban,34,429514
3358,5,2,3,0,Urban,11,435980
2094,2,2,3,2,Urban,48,244350
1450,3,4,1,0,Urban,50,184009
1527,3,2,3,0,Rural,19,202990
2535,4,4,2,3,Urban,42,329316
2056,4,3,3,1,Rural,4,289760
1078,5,2,1,2,Suburban,22,175541
824,1,3,2,1,Suburban,44,99537
1950,3,1,1,0,Urban,14,250908
1228,4,4,3,2,Rural,11,212423
933,2,2,2,2,Rural,9,141704
1058,5,3,3,2,Suburban,14,208529
1021,5,3,1,0,Urban,10,194437
1513,1,4,3,3,Suburban,22,220267
3188,2,4,1,2,Suburban,28,374656
2517,3,4,2,0,Rural,32,291144
2886,4,4,2,3,Urban,24,385501
1144,1,4,2,1,Suburban,4,178039
1693,4,1,3,1,Suburban,27,226334
2549,5,1,1,1,Rural,6,316247
1319,4,3,2,2,Rural,6,216970
2826,2,2,2,1,Rural,34,301425
1664,2,3,3,0,Rural,50,185015
3915,1,2,3,2,Rural,45,401071
3193,4,1,1,1,Rural,11,366417
2077,5,3,3,2,Suburban,43,282179
1675,3,2,1,3,Urban,35,216274
2228,4,2,1,3,Suburban,0,314520
1028,1,3,2,1,Suburban,4,165432
3929,1,4,1,3,Suburban,42,423069
2528,4,2,3,2,Rural,17,327306
635,5,4,2,2,Suburban,9,168078
2569,4,3,1,3,Urban,0,363805
2320,4,1,1,2,Urban,42,270402
2024,3,4,1,1,Urban,36,263246
1534,3,2,3,1,Rural,47,173817
2368,3,3,2,3,Urban,14,327330
1289,2,3,2,1,Urban,23,190826
677,3,2,3,3,Rural,46,105735
923,2,1,3,2,Urban,37,135302
990,4,1,1,2,Rural,46,118321
2038,3,2,1,3,Urban,37,250136
3326,5,2,1,1,Suburban,37,387052
2642,3,4,2,2,Suburban,26,333408
3969,3,4,1,1,Urban,4,491826
2934,4,1,1,2,Rural,28,331195
2858,1,4,3,2,Suburban,14,354724
3732,2,2,1,0,Urban,14,426864
1878,4,3,2,0,Suburban,21,251661
3706,3,2,2,2,Rural,41,403982
1887,2,4,2,2,Rural,48,213065
3234,1,1,2,2,Suburban,0,372638
3498,2,1,1,3,Suburban,33,380450
2630,1,2,1,2,Rural,29,277066
3624,1,3,1,1,Urban,11,416172
673,3,1,3,2,Rural,46,89777
1463,5,4,1,2,Rural,9,238374
2516,5,2,2,2,Rural,4,341599
2305,1,2,1,3,Suburban,15,273783
3651,5,1,3,1,Rural,48,403410
1069,3,4,2,3,Suburban,32,178769
3759,1,4,1,1,Rural,30,403171
3389,4,1,1,3,Rural,23,385890
3901,3,4,2,1,Rural,15,451149
3124,2,1,1,2,Suburban,40,323208
2389,4,2,2,1,Rural,31,283227
727,5,2,3,1,Rural,45,124442
2467,4,2,1,0,Suburban,37,284158
628,3,3,2,3,Urban,2,160846
2046,1,2,2,0,Rural,3,241099
1317,4,4,3,0,Suburban,49,188395
2254,4,4,1,0,Urban,5,315567
2085,1,4,1,1,Suburban,3,271801
3420,4,3,3,2,Urban,21,435117
844,5,1,1,1,Urban,22,153806
3326,4,3,2,2,Urban,33,407988
906,3,3,3,1,Urban,13,173333
1782,4,3,1,2,Suburban,33,237456
3999,2,1,1,1,Suburban,5,449807
3828,4,4,2,1,Rural,1,469868
3125,4,3,3,3,Rural,4,411630
2266,2,3,3,0,Suburban,5,292078
1413,3,1,3,1,Suburban,11,200417
2321,3,3,3,3,Urban,3,334327
3760,3,1,2,2,Urban,9,452227
